9998,0,0
9999,0,0
5973,4617,4189
5895,6329,2967
7752,8149,6266
3708,1840,3932
2241,5329,9418
8848,6566,3890
7234,3976,7239
9220,4670,1333
3725,6329,9476
3445,5473,2782
1779,5968,7770
4439,6440,8699
1000,6580,9751
2874,9310,5059
7330,4973,8328
6263,5439,4862
6351,1512,1060
6791,2304,7554
2091,4013,7439
5995,5960,1009
6100,1845,3770
2193,4973,5297
2539,5439,4862
9060,3112,5379
4823,8149,3641
4246,6430,5478
7485,5375,7316
9356,3755,2913
3659,3362,7059
3185,4658,7843
3500,3112,8762
1850,9409,4812
4294,8565,4528
2531,5968,7770
4445,9853,5399
2621,5960,1009
3076,5439,6250
6709,8147,9476
7053,8613,3925
6168,4327,5743
2915,5439,4862
7568,3371,7385
7357,1978,4089
9583,9310,3568
8151,4670,5979
4116,5960,1009
5608,5604,9418
2018,6430,7841
9418,9998,9999
3910,6509,1000
6011,9901,7213
7625,8147,5096
2665,1128,3890
9825,2147,4612
3452,4437,5918
1465,6625,9811
7227,8565,6880
1017,2304,3469
6711,1441,6122
1540,3362,8797
3864,9853,5252
3459,4658,8940
2914,5439,4951
6896,3371,1916
9378,9371,4365
1963,9475,2154
7815,8926,3843
5639,3198,1167
2941,1978,8842
7452,9253,1465
4216,9310,4557
8507,6440,2638
5869,1441,1094
2302,9253,1780
1034,4670,1333
6947,6671,1781
7947,6509,9131
9038,7971,6267
2828,5329,4547
7423,5375,9220
9878,6509,2825
6133,3561,4061
1827,6654,1781
4012,8147,7213
8212,2304,3469
3512,5960,1009
2074,3979,9695
1788,6028,2825
4168,6028,9574
5191,6654,1781
5272,6666,3428
9433,9799,5379
4313,5604,9418
4612,9912,4790
7327,4556,3990
2232,1845,7581
3853,5960,3469
3371,9835,9289
2710,3979,4532
9811,7653,5395
9245,6028,8730
2062,3362,5608
2119,5604,9418
3585,8147,7641
4189,5329,4547
2283,6654,9809
3594,6654,6872
3297,4217,5170
2982,6566,1663
9794,1845,7581
8394,5489,9751
1833,1845,6438
3225,3976,7239
2187,4026,3394
5288,1845,4004
8019,3976,9151
3477,2304,3469
4134,4437,1463
3397,1845,6438
6509,5968,7770
8871,5604,7554
9160,4670,5979
9712,5473,4461
3363,1845,8209
5531,2304,3469
3913,8559,1614
2787,2312,7646
9538,9835,3496
4376,3362,8797
1951,3976,7239
4320,4916,5399
1661,5329,4547
6722,7241,9380
6213,1845,4004
4916,7653,4366
5583,5604,3469
1142,4726,6529
8132,1441,4492
6537,3198,5094
9673,6666,7945
8761,7546,3785
5968,3976,1652
3175,8926,7685
1645,3371,4320
9522,8006,4520
8904,8559,1614
4588,6329,2787
2053,6580,3795
9872,4973,8328
8955,1512,3197
3538,5604,9418
2482,8926,3170
8582,8565,8169
9379,3198,7822
7477,8033,5574
4951,4617,4189
9584,5604,7554
1497,4013,5399
9548,3198,9566
6293,3198,4258
5905,3198,8844
8900,8335,6746
4817,5329,7554
1979,8149,3641
8283,9259,1699
5240,7971,6267
1589,4973,9311
3612,6440,5096
4706,3097,7340
2402,4617,1420
5549,5439,6250
7512,4658,9038
8077,9475,2174
7941,5960,3469
2011,1128,3197
3814,4617,1545
5978,7799,3890
9475,4217,9662
3466,6625,9811
9248,8926,3111
8285,4437,9038
7743,1566,8592
3852,4726,6529
6454,9741,4168
9259,1822,3304
3176,5375,2303
7372,7510,1542
4258,6625,1613
5276,8006,4106
8156,5329,4547
3661,2304,9418
2182,1822,5979
2769,4617,7662
1780,6268,9636
3681,9901,7213
7233,9259,1699
3505,8559,1614
3604,2304,3469
7313,2304,3469
2291,8033,5092
5374,8006,6753
3197,5329,3469
7017,6580,3843
1809,1822,7059
7611,8926,4412
1463,4617,4189
8502,6509,5313
2547,9853,5399
4106,6440,9324
9995,8565,8169
3412,1978,8481
9123,3362,6841
1839,5473,4461
8745,4327,5743
6440,4658,7843
1699,1822,3304
3988,7799,8720
6234,9413,4872
1959,6671,3923
1688,9912,7346
4980,6440,7770
2810,4916,6722
1535,5473,7346
3983,9253,4601
4059,7241,4106
2780,6509,5924
9409,5329,1009
7956,3976,7239
5098,3667,2177
2136,6430,9676
9785,6625,8615
1260,8149,4134
2171,7510,1542
6736,3362,2119
4041,2304,3469
8052,6509,5313
8392,6625,1613
1441,5968,7770
8559,3667,5399
2792,9253,1780
4268,1840,5399
6390,5518,8940
9694,7546,6711
1845,4916,5399
6852,2373,1060
9749,1512,5799
5707,5518,1879
4007,5518,9749
8335,2304,7554
3131,9853,6715
4483,8613,7050
7041,4217,1030
7623,5604,7554
1704,4437,9038
4239,5960,3469
8706,9253,1465
6941,4670,3197
2371,3112,1802
5569,5439,4951
6730,4916,6722
9163,2304,7554
8553,4026,8787
5680,5329,7554
5951,2304,9418
7971,5604,9418
7983,8565,8940
2301,3979,4290
4862,7971,3853
2693,2955,1860
1613,6028,2825
5444,3198,9785
3583,6028,9574
3161,6028,9574
3298,7653,8956
6870,5473,7346
9756,8033,8405
1999,9799,5272
2738,6671,2664
5172,4726,6529
2763,4327,2727
8522,1845,1440
4333,7546,8810
4658,5329,7554
9400,1512,1060
1335,5968,4290
6546,2373,1019
3890,1512,1155
3017,9835,7119
1849,2304,9418
1084,1128,9204
3903,8006,3250
8610,9409,4812
9143,4217,9997
2101,8335,3477
9274,8149,2638
3379,9799,5272
5489,8149,6266
8663,3755,4012
5749,7799,8720
2881,9413,5848
7682,9741,4168
